% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2	ccId
0.776	2	5	78	7	3	28	2196	0	0	0
0.777	1	2	78	8	1	28	2196	0	0	0
0.777	2	3	78	8	2	28	2196	0	0	0
0.778	2	4	78	9	1	28	2196	0	0	0
0.783	1	1	79	4	2	28	2196	0	0	0
0.783	2	5	79	4	3	28	2196	0	0	0
0.784	1	2	79	5	1	28	2196	0	0	0
0.784	2	3	79	5	2	28	2196	0	0	0
0.79	1	1	80	1	2	28	2196	0	0	0
0.79	2	5	80	1	3	28	2196	0	0	0
0.791	1	2	80	2	1	28	2196	0	0	0
0.791	2	3	80	2	2	28	2196	0	0	0
0.798	1	2	80	9	1	28	2196	0	0	0
0.909	2	3	91	10	2	24	1620	0	0	0
0.923	2	4	93	4	1	28	2196	0	0	0
0.926	1	1	93	7	2	28	2196	0	0	0
0.926	2	5	93	7	3	28	2196	0	0	0
0.927	1	2	93	8	1	28	2196	0	0	0
0.927	2	3	93	8	2	28	2196	0	0	0
0.928	2	4	93	9	1	28	2196	0	0	0
0.933	1	1	94	4	2	28	2196	0	0	0
0.933	2	5	94	4	3	28	2196	0	0	0
0.934	1	2	94	5	1	28	2196	0	0	0
0.934	2	3	94	5	2	28	2196	0	0	0
0.935	2	3	94	6	2	0	81	0	0	0
0.936	2	3	94	7	2	28	2196	0	0	0
0.94	1	1	95	1	2	28	2196	0	0	0
0.941	1	2	95	2	1	28	2196	0	0	0
0.941	2	3	95	2	2	28	2196	0	0	0
0.948	2	3	95	9	2	28	2196	0	0	0
0.954	2	3	96	5	2	28	2196	0	0	0
0.984	1	1	99	5	2	28	2196	0	0	0
1.024	1	1	103	5	2	28	2196	0	0	0
1.036	1	2	104	7	1	28	2196	0	0	0
1.073	2	4	108	4	1	28	2196	0	0	0
1.076	1	2	108	7	1	28	2196	0	0	0
1.076	2	5	108	7	3	28	2196	0	0	0
1.077	1	1	108	8	2	28	2196	0	0	0
1.077	2	3	108	8	2	28	2196	0	0	0
1.078	2	4	108	9	1	28	2196	0	0	0
1.083	1	2	109	4	1	28	2196	0	0	0
1.083	2	5	109	4	3	28	2196	0	0	0
1.084	1	1	109	5	2	28	2196	0	0	0
1.084	2	3	109	5	2	28	2196	0	0	0
1.09	1	2	110	1	1	28	2196	0	0	0
1.09	2	5	110	1	3	28	2196	0	0	0
1.091	1	1	110	2	2	28	2196	0	0	0
1.091	2	3	110	2	2	28	2196	0	0	0
1.096	1	2	110	7	1	28	2196	0	0	0
1.098	2	3	110	9	2	28	2196	0	0	0
1.106	1	2	111	7	1	28	2196	0	0	0
1.217	1	1	122	8	2	28	2196	0	0	0
1.226	1	2	123	7	1	28	2196	0	0	0
1.226	2	5	123	7	3	28	2196	0	0	0
1.227	1	1	123	8	2	28	2196	0	0	0
1.227	2	3	123	8	2	28	2196	0	0	0
1.228	1	1	123	9	2	28	2196	0	0	0
1.228	2	4	123	9	1	28	2196	0	0	0
1.233	1	2	124	4	1	28	2196	0	0	0
1.233	2	5	124	4	3	28	2196	0	0	0
1.234	1	1	124	5	2	28	2196	0	0	0
1.234	2	3	124	5	2	28	2196	0	0	0
1.235	1	1	124	6	2	28	2196	0	0	0
1.235	2	4	124	6	1	28	2196	0	0	0
1.236	1	1	124	7	2	6	309	0	0	0
1.236	2	4	124	7	1	2	121	0	0	0
1.237	1	1	124	8	2	6	309	0	0	0
1.237	2	4	124	8	1	2	121	0	0	0
1.238	1	1	124	9	2	28	2196	0	0	0
1.238	2	4	124	9	1	28	2196	0	0	0
1.24	1	2	125	1	1	28	2196	0	0	0
1.24	2	5	125	1	3	28	2196	0	0	0
1.241	1	1	125	2	2	28	2196	0	0	0
1.242	1	1	125	3	2	28	2196	0	0	0
1.242	2	4	125	3	1	28	2196	0	0	0
1.245	1	1	125	6	2	28	2196	0	0	0
1.245	2	4	125	6	1	28	2196	0	0	0
1.247	1	2	125	8	1	28	2196	0	0	0
1.247	2	5	125	8	3	28	2196	0	0	0
1.252	1	1	126	3	2	28	2196	0	0	0
1.252	2	4	126	3	1	28	2196	0	0	0
1.255	1	2	126	6	1	28	2196	0	0	0
1.376	1	2	138	7	1	28	2196	0	0	0
1.376	2	5	138	7	3	28	2196	0	0	0
1.377	1	1	138	8	2	28	2196	0	0	0
1.377	2	3	138	8	2	28	2196	0	0	0
1.378	2	4	138	9	1	28	2196	0	0	0
1.383	1	2	139	4	1	28	2196	0	0	0
1.383	2	5	139	4	3	28	2196	0	0	0
1.384	1	1	139	5	2	28	2196	0	0	0
1.384	2	3	139	5	2	28	2196	0	0	0
1.387	2	4	139	8	1	28	2196	0	0	0
1.39	1	2	140	1	1	28	2196	0	0	0
1.39	2	5	140	1	3	28	2196	0	0	0
1.391	1	1	140	2	2	28	2196	0	0	0
1.397	1	2	140	8	1	28	2196	0	0	0
1.402	1	2	141	3	1	28	2196	0	0	0
1.419	2	3	142	10	2	28	2196	0	0	0
1.526	1	1	153	7	2	28	2196	0	0	0
1.526	2	5	153	7	3	28	2196	0	0	0
1.527	1	2	153	8	1	28	2196	0	0	0
1.527	2	4	153	8	1	28	2196	0	0	0
1.528	2	3	153	9	2	28	2196	0	0	0
1.533	1	1	154	4	2	28	2196	0	0	0
1.533	2	5	154	4	3	28	2196	0	0	0
1.534	1	2	154	5	1	28	2196	0	0	0
1.534	2	4	154	5	1	28	2196	0	0	0
1.54	1	1	155	1	2	28	2196	0	0	0
1.54	2	5	155	1	3	28	2196	0	0	0
1.541	1	2	155	2	1	28	2196	0	0	0
1.541	2	4	155	2	1	28	2196	0	0	0
1.544	1	1	155	5	2	28	2196	0	0	0
1.547	1	1	155	8	2	28	2196	0	0	0
1.548	1	2	155	9	1	28	2196	0	0	0
1.608	2	3	161	9	2	28	2196	0	0	0
1.629	2	3	163	10	2	28	2196	0	0	0
1.65	1	2	166	1	1	28	2196	0	0	0
1.676	1	1	168	7	2	28	2196	0	0	0
1.676	2	5	168	7	3	28	2196	0	0	0
1.677	1	2	168	8	1	26	1836	0	0	0
1.677	2	4	168	8	1	28	2196	0	0	0
1.678	2	3	168	9	2	28	2196	0	0	0
1.68	2	4	169	1	1	28	2196	0	0	0
1.683	1	1	169	4	2	28	2196	0	0	0
1.683	2	5	169	4	3	28	2196	0	0	0
1.684	1	2	169	5	1	26	1836	0	0	0
1.684	2	4	169	5	1	28	2196	0	0	0
1.686	1	2	169	7	1	28	2196	0	0	0
1.69	1	1	170	1	2	28	2196	0	0	0
1.69	2	5	170	1	3	28	2196	0	0	0
1.691	2	4	170	2	1	28	2196	0	0	0
1.693	2	3	170	4	2	0	75	0	0	0
1.694	2	3	170	5	2	28	2196	0	0	0
1.697	1	1	170	8	2	28	2196	0	0	0
1.719	2	3	172	10	2	28	2196	0	0	0
1.772	1	1	178	3	2	28	2196	0	0	0
1.826	1	2	183	7	1	28	2196	0	0	0
1.826	2	5	183	7	3	28	2196	0	0	0
1.827	1	1	183	8	2	28	2196	0	0	0
1.827	2	4	183	8	1	28	2196	0	0	0
1.828	2	3	183	9	2	28	2196	0	0	0
1.833	1	2	184	4	1	28	2196	0	0	0
1.833	2	5	184	4	3	28	2196	0	0	0
1.834	1	1	184	5	2	28	2196	0	0	0
1.834	2	4	184	5	1	28	2196	0	0	0
1.84	1	2	185	1	1	28	2196	0	0	0
1.84	2	5	185	1	3	28	2196	0	0	0
1.841	1	1	185	2	2	28	2196	0	0	0
1.841	2	4	185	2	1	28	2196	0	0	0
1.847	1	2	185	8	1	28	2196	0	0	0
1.848	2	4	185	9	1	28	2196	0	0	0
1.861	2	3	187	2	2	28	2196	0	0	0
1.97	1	1	198	1	2	28	2196	0	0	0
1.976	1	2	198	7	1	28	2196	0	0	0
1.976	2	5	198	7	3	28	2196	0	0	0
1.977	1	1	198	8	2	28	2196	0	0	0
1.977	2	4	198	8	1	28	2196	0	0	0
1.978	2	3	198	9	2	28	2196	0	0	0
1.983	1	2	199	4	1	28	2196	0	0	0
1.984	1	1	199	5	2	28	2196	0	0	0
1.984	2	4	199	5	1	28	2196	0	0	0
1.988	1	1	199	9	2	28	2196	0	0	0
1.991	1	1	200	2	2	28	2196	0	0	0
2.024	2	3	203	5	2	28	2196	0	0	0
2.084	2	4	209	5	1	28	2196	0	0	0
2.126	1	2	213	7	1	28	2196	0	0	0
2.126	2	5	213	7	3	28	2196	0	0	0
2.127	1	1	213	8	2	28	2196	0	0	0
2.127	2	3	213	8	2	28	2196	0	0	0
2.128	2	4	213	9	1	28	2196	0	0	0
2.13	2	4	214	1	1	28	2196	0	0	0
2.133	1	2	214	4	1	28	2196	0	0	0
2.133	2	5	214	4	3	28	2196	0	0	0
2.134	1	1	214	5	2	28	2196	0	0	0
2.134	2	3	214	5	2	28	2196	0	0	0
2.14	1	2	215	1	1	28	2196	0	0	0
2.14	2	5	215	1	3	28	2196	0	0	0
2.141	1	1	215	2	2	28	2196	0	0	0
2.141	2	3	215	2	2	28	2196	0	0	0
2.142	1	1	215	3	2	2	133	0	0	0
2.143	1	1	215	4	2	2	133	0	0	0
2.144	1	1	215	5	2	28	2196	0	0	0
2.147	1	2	215	8	1	28	2196	0	0	0
2.215	1	2	222	6	1	28	2196	0	0	0
2.229	1	2	223	10	1	28	2196	0	0	0
2.243	1	2	225	4	1	28	2196	0	0	0
2.273	2	4	228	4	1	28	2196	0	0	0
2.276	1	1	228	7	2	28	2196	0	0	0
2.276	2	5	228	7	3	28	2196	0	0	0
2.277	1	2	228	8	1	28	2196	0	0	0
2.277	2	3	228	8	2	28	2196	0	0	0
2.278	1	2	228	9	1	28	2196	0	0	0
2.278	2	4	228	9	1	28	2196	0	0	0
2.283	1	1	229	4	2	28	2196	0	0	0
2.284	2	3	229	5	2	28	2196	0	0	0
2.285	1	2	229	6	1	28	2196	0	0	0
2.285	2	4	229	6	1	28	2196	0	0	0
2.292	1	2	230	3	1	28	2196	0	0	0
2.292	2	4	230	3	1	28	2196	0	0	0
2.299	1	2	230	10	1	28	2196	0	0	0
2.299	2	4	230	10	1	28	2196	0	0	0
2.338	1	1	234	9	2	28	2196	0	0	0
2.426	1	1	243	7	2	28	2196	0	0	0
2.426	2	5	243	7	3	28	2196	0	0	0
2.427	1	2	243	8	1	28	2196	0	0	0
2.427	2	3	243	8	2	28	2196	0	0	0
2.428	2	4	243	9	1	28	2196	0	0	0
2.43	2	4	244	1	1	28	2196	0	0	0
2.433	1	1	244	4	2	28	2196	0	0	0
2.433	2	5	244	4	3	28	2196	0	0	0
2.434	1	2	244	5	1	28	2196	0	0	0
2.434	2	3	244	5	2	28	2196	0	0	0
2.44	1	1	245	1	2	28	2196	0	0	0
2.441	1	2	245	2	1	28	2196	0	0	0
2.441	2	3	245	2	2	28	2196	0	0	0
2.459	1	2	246	10	1	28	2196	0	0	0
2.491	1	1	250	2	2	28	2196	0	0	0
2.576	1	2	258	7	1	28	2196	0	0	0
2.576	2	5	258	7	3	28	2196	0	0	0
2.577	1	1	258	8	2	28	2196	0	0	0
2.577	2	3	258	8	2	28	2196	0	0	0
2.578	2	4	258	9	1	28	2196	0	0	0
2.582	1	1	259	3	2	28	2196	0	0	0
2.582	2	4	259	3	1	28	2196	0	0	0
2.583	1	2	259	4	1	28	2196	0	0	0
2.583	2	5	259	4	3	28	2196	0	0	0
2.584	1	1	259	5	2	28	2196	0	0	0
2.584	2	3	259	5	2	28	2196	0	0	0
2.589	1	1	259	10	2	28	2196	0	0	0
2.589	2	4	259	10	1	28	2196	0	0	0
2.59	1	2	260	1	1	28	2196	0	0	0
2.59	2	5	260	1	3	28	2196	0	0	0
2.591	1	1	260	2	2	28	2196	0	0	0
2.591	2	3	260	2	2	28	2196	0	0	0
2.596	1	1	260	7	2	28	2196	0	0	0
2.596	2	4	260	7	1	28	2196	0	0	0
2.597	1	2	260	8	1	28	2196	0	0	0
2.702	2	3	271	3	2	28	2196	0	0	0
2.726	1	2	273	7	1	28	2196	0	0	0
2.726	2	5	273	7	3	28	2196	0	0	0
2.727	1	1	273	8	2	28	2196	0	0	0
2.727	2	4	273	8	1	28	2196	0	0	0
2.728	2	3	273	9	2	28	2196	0	0	0
2.733	1	2	274	4	1	28	2196	0	0	0
2.733	2	5	274	4	3	28	2196	0	0	0
2.734	1	1	274	5	2	28	2196	0	0	0
2.734	2	4	274	5	1	28	2196	0	0	0
2.735	1	1	274	6	2	10	469	0	0	0
2.736	1	1	274	7	2	28	2196	0	0	0
2.737	2	4	274	8	1	28	2196	0	0	0
2.74	1	2	275	1	1	28	2196	0	0	0
2.74	2	5	275	1	3	28	2196	0	0	0
2.741	1	1	275	2	2	28	2196	0	0	0
2.747	1	2	275	8	1	28	2196	0	0	0
2.872	1	2	288	3	1	28	2196	0	0	0
2.874	2	4	288	5	1	28	2196	0	0	0
2.876	1	1	288	7	2	28	2196	0	0	0
2.876	2	5	288	7	3	28	2196	0	0	0
2.877	1	2	288	8	1	28	2196	0	0	0
2.877	2	3	288	8	2	28	2196	0	0	0
2.878	2	4	288	9	1	28	2196	0	0	0
2.883	1	1	289	4	2	28	2196	0	0	0
2.883	2	5	289	4	3	28	2196	0	0	0
2.884	1	2	289	5	1	28	2196	0	0	0
2.884	2	3	289	5	2	28	2196	0	0	0
2.89	1	1	290	1	2	28	2196	0	0	0
2.89	2	5	290	1	3	28	2196	0	0	0
2.891	1	2	290	2	1	28	2196	0	0	0
2.891	2	3	290	2	2	28	2196	0	0	0
2.898	1	2	290	9	1	28	2196	0	0	0
2.978	1	1	298	9	2	28	2196	0	0	0
2.979	1	2	298	10	1	28	2196	0	0	0
2.994	1	2	300	5	1	28	2196	0	0	0
3.023	2	4	303	4	1	28	2196	0	0	0
3.026	1	1	303	7	2	28	2196	0	0	0
3.026	2	5	303	7	3	28	2196	0	0	0
3.027	1	2	303	8	1	28	2196	0	0	0
3.027	2	3	303	8	2	28	2196	0	0	0
3.028	2	4	303	9	1	28	2196	0	0	0
3.033	1	1	304	4	2	28	2196	0	0	0
3.033	2	5	304	4	3	28	2196	0	0	0
3.034	1	2	304	5	1	28	2196	0	0	0
3.034	2	3	304	5	2	28	2196	0	0	0
3.04	1	1	305	1	2	28	2196	0	0	0
3.04	2	5	305	1	3	28	2196	0	0	0
3.041	1	2	305	2	1	28	2196	0	0	0
3.041	2	3	305	2	2	28	2196	0	0	0
3.048	1	2	305	9	1	28	2196	0	0	0
3.094	1	2	310	5	1	28	2196	0	0	0
3.173	2	4	318	4	1	28	2196	0	0	0
3.176	1	1	318	7	2	28	2196	0	0	0
3.176	2	5	318	7	3	28	2196	0	0	0
3.177	1	2	318	8	1	28	2196	0	0	0
3.177	2	3	318	8	2	28	2196	0	0	0
3.178	2	4	318	9	1	28	2196	0	0	0
3.183	1	1	319	4	2	28	2196	0	0	0
3.183	2	5	319	4	3	28	2196	0	0	0
3.184	1	2	319	5	1	28	2196	0	0	0
3.184	2	3	319	5	2	28	2196	0	0	0
3.19	2	5	320	1	3	28	2196	0	0	0
3.191	1	2	320	2	1	28	2196	0	0	0
3.191	2	3	320	2	2	28	2196	0	0	0
3.224	1	1	323	5	2	28	2196	0	0	0
3.225	1	2	323	6	1	28	2196	0	0	0
3.258	1	1	326	9	2	28	2196	0	0	0
3.326	1	2	333	7	1	28	2196	0	0	0
3.326	2	5	333	7	3	28	2196	0	0	0
3.327	1	1	333	8	2	28	2196	0	0	0
3.327	2	3	333	8	2	28	2196	0	0	0
3.328	2	4	333	9	1	28	2196	0	0	0
3.33	2	4	334	1	1	28	2196	0	0	0
3.333	1	2	334	4	1	28	2196	0	0	0
3.333	2	5	334	4	3	28	2196	0	0	0
3.334	1	1	334	5	2	28	2196	0	0	0
3.334	2	3	334	5	2	28	2196	0	0	0
3.34	1	2	335	1	1	28	2196	0	0	0
3.34	2	5	335	1	3	28	2196	0	0	0
3.341	1	1	335	2	2	28	2196	0	0	0
3.341	2	3	335	2	2	28	2196	0	0	0
3.342	1	2	335	3	1	0	61	0	0	0
3.343	1	2	335	4	1	0	61	0	0	0
3.344	1	2	335	5	1	28	2196	0	0	0
3.347	1	2	335	8	1	28	2196	0	0	0
3.474	2	4	348	5	1	28	2196	0	0	0
3.476	1	1	348	7	2	28	2196	0	0	0
3.476	2	5	348	7	3	28	2196	0	0	0
3.477	1	2	348	8	1	28	2196	0	0	0
3.477	2	3	348	8	2	28	2196	0	0	0
3.478	2	4	348	9	1	28	2196	0	0	0
3.482	1	2	349	3	1	28	2196	0	0	0
3.483	1	1	349	4	2	28	2196	0	0	0
3.483	2	5	349	4	3	28	2196	0	0	0
3.484	1	2	349	5	1	28	2196	0	0	0
3.484	2	3	349	5	2	28	2196	0	0	0
3.49	1	1	350	1	2	28	2196	0	0	0
3.49	2	5	350	1	3	28	2196	0	0	0
3.491	1	2	350	2	1	28	2196	0	0	0
3.491	2	3	350	2	2	28	2196	0	0	0
3.497	2	5	350	8	3	28	2196	0	0	0
3.544	1	1	355	5	2	28	2196	0	0	0
3.626	1	2	363	7	1	28	2196	0	0	0
3.626	2	5	363	7	3	28	2196	0	0	0
3.627	1	1	363	8	2	28	2196	0	0	0
3.627	2	3	363	8	2	28	2196	0	0	0
3.628	2	4	363	9	1	28	2196	0	0	0
3.633	1	2	364	4	1	28	2196	0	0	0
3.633	2	5	364	4	3	28	2196	0	0	0
3.634	1	1	364	5	2	28	2196	0	0	0
3.634	2	3	364	5	2	28	2196	0	0	0
3.636	2	4	364	7	1	28	2196	0	0	0
3.64	1	2	365	1	1	28	2196	0	0	0
3.64	2	5	365	1	3	28	2196	0	0	0
3.641	1	1	365	2	2	28	2196	0	0	0
3.641	2	3	365	2	2	28	2196	0	0	0
3.647	1	2	365	8	1	28	2196	0	0	0
3.648	1	1	365	9	2	0	81	0	0	0
3.649	1	1	365	10	2	0	81	0	0	0
3.65	1	1	366	1	2	28	2196	0	0	0
3.654	2	3	366	5	2	28	2196	0	0	0
3.773	2	4	378	4	1	28	2196	0	0	0
3.776	1	2	378	7	1	28	2196	0	0	0
3.776	2	5	378	7	3	28	2196	0	0	0
3.777	1	1	378	8	2	28	2196	0	0	0
3.777	2	3	378	8	2	28	2196	0	0	0
3.778	2	4	378	9	1	28	2196	0	0	0
3.783	1	2	379	4	1	28	2196	0	0	0
3.783	2	5	379	4	3	28	2196	0	0	0
3.784	1	1	379	5	2	28	2196	0	0	0
3.784	2	3	379	5	2	28	2196	0	0	0
3.79	1	2	380	1	1	28	2196	0	0	0
3.79	2	5	380	1	3	28	2196	0	0	0
3.791	1	1	380	2	2	28	2196	0	0	0
3.791	2	3	380	2	2	28	2196	0	0	0
3.814	1	2	382	5	1	28	2196	0	0	0
3.824	1	2	383	5	1	28	2196	0	0	0
3.875	1	1	388	6	2	28	2196	0	0	0
3.923	2	4	393	4	1	28	2196	0	0	0
3.926	1	1	393	7	2	28	2196	0	0	0
3.926	2	5	393	7	3	28	2196	0	0	0
3.927	1	2	393	8	1	28	2196	0	0	0
3.927	2	3	393	8	2	28	2196	0	0	0
3.928	2	4	393	9	1	28	2196	0	0	0
3.933	1	1	394	4	2	28	2196	0	0	0
3.933	2	5	394	4	3	28	2196	0	0	0
3.934	1	2	394	5	1	28	2196	0	0	0
3.934	2	3	394	5	2	28	2196	0	0	0
3.935	1	2	394	6	1	2	121	0	0	0
3.936	1	2	394	7	1	28	2196	0	0	0
3.94	1	1	395	1	2	28	2196	0	0	0
3.94	2	5	395	1	3	28	2196	0	0	0
3.941	1	2	395	2	1	28	2196	0	0	0
3.941	2	3	395	2	2	28	2196	0	0	0
3.948	1	2	395	9	1	28	2196	0	0	0
3.976	2	3	398	7	2	28	2196	0	0	0
4.076	1	1	408	7	2	28	2196	0	0	0
4.076	2	5	408	7	3	28	2196	0	0	0
4.077	1	2	408	8	1	28	2196	0	0	0
4.077	2	4	408	8	1	28	2196	0	0	0
4.078	2	3	408	9	2	28	2196	0	0	0
4.083	1	1	409	4	2	28	2196	0	0	0
4.083	2	5	409	4	3	28	2196	0	0	0
4.084	1	2	409	5	1	28	2196	0	0	0
4.084	2	4	409	5	1	28	2196	0	0	0
4.09	1	1	410	1	2	28	2196	0	0	0
4.091	1	2	410	2	1	28	2196	0	0	0
4.091	2	4	410	2	1	28	2196	0	0	0
4.098	1	2	410	9	1	28	2196	0	0	0
4.098	2	4	410	9	1	28	2196	0	0	0
4.128	1	1	413	9	2	28	2196	0	0	0
4.144	1	1	415	5	2	28	2196	0	0	0
4.226	1	2	423	7	1	28	2196	0	0	0
4.226	2	5	423	7	3	28	2196	0	0	0
4.227	1	1	423	8	2	28	2196	0	0	0
4.227	2	4	423	8	1	28	2196	0	0	0
4.228	2	3	423	9	2	28	2196	0	0	0
4.23	2	4	424	1	1	28	2196	0	0	0
4.232	2	4	424	3	1	28	2196	0	0	0
4.233	1	2	424	4	1	28	2196	0	0	0
4.233	2	5	424	4	3	28	2196	0	0	0
4.234	1	1	424	5	2	28	2196	0	0	0
4.234	2	4	424	5	1	28	2196	0	0	0
4.24	1	2	425	1	1	28	2196	0	0	0
4.24	2	5	425	1	3	28	2196	0	0	0
4.241	1	1	425	2	2	28	2196	0	0	0
4.247	1	2	425	8	1	28	2196	0	0	0
4.329	1	2	433	10	1	28	2196	0	0	0
4.335	2	3	434	6	2	28	2196	0	0	0
4.363	1	2	437	4	1	28	2196	0	0	0
4.376	1	1	438	7	2	28	2196	0	0	0
4.376	2	5	438	7	3	28	2196	0	0	0
4.377	1	2	438	8	1	28	2196	0	0	0
4.377	2	4	438	8	1	28	2196	0	0	0
4.378	2	3	438	9	2	28	2196	0	0	0
4.383	1	1	439	4	2	28	2196	0	0	0
4.383	2	5	439	4	3	28	2196	0	0	0
4.384	1	2	439	5	1	28	2196	0	0	0
4.384	2	4	439	5	1	28	2196	0	0	0
4.39	1	1	440	1	2	28	2196	0	0	0
4.39	2	5	440	1	3	28	2196	0	0	0
4.391	1	2	440	2	1	28	2196	0	0	0
4.391	2	4	440	2	1	28	2196	0	0	0
4.397	1	1	440	8	2	28	2196	0	0	0
4.397	2	5	440	8	3	28	2196	0	0	0
4.398	1	2	440	9	1	28	2196	0	0	0
4.399	1	2	440	10	1	0	61	0	0	0
4.4	1	2	441	1	1	28	2196	0	0	0
4.404	1	1	441	5	2	28	2196	0	0	0
4.424	1	1	443	5	2	28	2196	0	0	0
4.526	1	2	453	7	1	28	2196	0	0	0
4.526	2	5	453	7	3	28	2196	0	0	0
4.527	1	1	453	8	2	28	2196	0	0	0
4.527	2	4	453	8	1	28	2196	0	0	0
4.528	2	3	453	9	2	28	2196	0	0	0
4.53	2	4	454	1	1	28	2196	0	0	0
4.533	1	2	454	4	1	28	2196	0	0	0
4.533	2	5	454	4	3	28	2196	0	0	0
4.534	1	1	454	5	2	28	2196	0	0	0
4.534	2	4	454	5	1	28	2196	0	0	0
4.54	1	2	455	1	1	28	2196	0	0	0
4.54	2	5	455	1	3	28	2196	0	0	0
4.541	2	4	455	2	1	28	2196	0	0	0
4.546	2	3	455	7	2	28	2196	0	0	0
4.65	1	2	466	1	1	28	2196	0	0	0
4.676	1	1	468	7	2	28	2196	0	0	0
4.676	2	5	468	7	3	28	2196	0	0	0
4.677	1	2	468	8	1	28	2196	0	0	0
4.677	2	4	468	8	1	28	2196	0	0	0
4.678	2	3	468	9	2	28	2196	0	0	0
