% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	ccId
1244	2	4	1	0	28	2196	2	0	0
1247	1	1	2	0	28	2196	1	0	0
1247	2	4	1	0	28	2196	1	0	0
1249	1	2	1	0	28	2196	3	0	0
1249	2	5	3	0	28	2196	3	0	0
1254	1	1	2	0	28	2196	2	0	0
1254	2	4	1	0	28	2196	2	0	0
1257	1	2	1	0	28	2196	0	1	0
1378	1	2	1	0	28	2196	0	1	0
1378	2	5	3	0	28	2196	0	1	0
1379	1	1	2	0	28	2196	0	1	0
1379	2	3	2	0	28	2196	0	1	0
1380	2	4	1	0	28	2196	0	1	0
1385	1	2	1	0	28	2196	1	0	0
1385	2	5	3	0	28	2196	1	0	0
1386	1	1	2	0	28	2196	1	0	0
1386	2	3	2	0	28	2196	1	0	0
1389	2	4	1	0	28	2196	0	1	0
1392	1	2	1	0	28	2196	2	0	0
1392	2	5	3	0	28	2196	2	0	0
1393	1	1	2	0	28	2196	2	0	0
1399	1	2	1	0	28	2196	3	0	0
1404	1	2	1	0	28	2196	0	1	0
1421	2	3	2	0	28	2196	0	1	0
1528	1	1	2	0	28	2196	0	1	0
1528	2	5	3	0	28	2196	0	1	0
1529	1	2	1	0	28	2196	0	1	0
1529	2	4	1	0	28	2196	0	1	0
1530	2	3	2	0	28	2196	0	1	0
1535	1	1	2	0	28	2196	1	0	0
1535	2	5	3	0	28	2196	1	0	0
1536	1	2	1	0	28	2196	1	0	0
1536	2	4	1	0	28	2196	1	0	0
1542	1	1	2	0	28	2196	2	0	0
1542	2	5	3	0	28	2196	2	0	0
1543	1	2	1	0	28	2196	2	0	0
1543	2	4	1	0	28	2196	2	0	0
1546	1	1	2	0	28	2196	0	1	0
1549	1	1	2	0	28	2196	3	0	0
1550	1	2	1	0	28	2196	3	0	0
1610	2	3	2	0	28	2196	0	1	0
1631	2	3	2	0	28	2196	0	1	0
1652	1	2	1	0	28	2196	0	1	0
1678	1	1	2	0	28	2196	0	1	0
1678	2	5	3	0	28	2196	0	1	0
1679	1	2	1	0	26	1836	0	1	0
1679	2	4	1	0	28	2196	0	1	0
1680	2	3	2	0	28	2196	0	1	0
1682	2	4	1	0	28	2196	0	1	0
1685	1	1	2	0	28	2196	1	0	0
1685	2	5	3	0	28	2196	1	0	0
1686	1	2	1	0	26	1836	1	0	0
1686	2	4	1	0	28	2196	1	0	0
1688	1	2	1	0	28	2196	0	1	0
1692	1	1	2	0	28	2196	2	0	0
1692	2	5	3	0	28	2196	2	0	0
1693	2	4	1	0	28	2196	2	0	0
1695	2	3	2	0	0	75	0	1	0
1696	2	3	2	0	28	2196	0	1	0
1699	1	1	2	0	28	2196	3	0	0
1721	2	3	2	0	28	2196	0	1	0
1774	1	1	2	0	28	2196	0	1	0
1828	1	2	1	0	28	2196	0	1	0
1828	2	5	3	0	28	2196	0	1	0
1829	1	1	2	0	28	2196	0	1	0
1829	2	4	1	0	28	2196	0	1	0
1830	2	3	2	0	28	2196	0	1	0
1835	1	2	1	0	28	2196	1	0	0
1835	2	5	3	0	28	2196	1	0	0
1836	1	1	2	0	28	2196	1	0	0
1836	2	4	1	0	28	2196	1	0	0
1842	1	2	1	0	28	2196	2	0	0
1842	2	5	3	0	28	2196	2	0	0
1843	1	1	2	0	28	2196	2	0	0
1843	2	4	1	0	28	2196	2	0	0
1849	1	2	1	0	28	2196	3	0	0
1850	2	4	1	0	28	2196	3	0	0
1863	2	3	2	0	28	2196	0	1	0
1972	1	1	2	0	28	2196	0	1	0
1978	1	2	1	0	28	2196	0	1	0
1978	2	5	3	0	28	2196	0	1	0
1979	1	1	2	0	28	2196	0	1	0
1979	2	4	1	0	28	2196	0	1	0
1980	2	3	2	0	28	2196	0	1	0
1985	1	2	1	0	28	2196	1	0	0
1986	1	1	2	0	28	2196	1	0	0
1986	2	4	1	0	28	2196	1	0	0
1990	1	1	2	0	28	2196	0	1	0
1993	1	1	2	0	28	2196	2	0	0
2026	2	3	2	0	28	2196	0	1	0
2086	2	4	1	0	28	2196	0	1	0
2128	1	2	1	0	28	2196	0	1	0
2128	2	5	3	0	28	2196	0	1	0
2129	1	1	2	0	28	2196	0	1	0
2129	2	3	2	0	28	2196	0	1	0
2130	2	4	1	0	28	2196	0	1	0
2132	2	4	1	0	28	2196	0	1	0
2135	1	2	1	0	28	2196	1	0	0
2135	2	5	3	0	28	2196	1	0	0
2136	1	1	2	0	28	2196	1	0	0
2136	2	3	2	0	28	2196	1	0	0
2142	1	2	1	0	28	2196	2	0	0
2142	2	5	3	0	28	2196	2	0	0
2143	1	1	2	0	28	2196	2	0	0
2143	2	3	2	0	28	2196	2	0	0
2144	1	1	2	0	2	133	0	1	0
2145	1	1	2	0	2	133	0	1	0
2146	1	1	2	0	28	2196	0	1	0
2149	1	2	1	0	28	2196	3	0	0
2217	1	2	1	0	28	2196	0	1	0
2231	1	2	1	0	28	2196	0	1	0
2245	1	2	1	0	28	2196	0	1	0
2275	2	4	1	0	28	2196	0	1	0
2278	1	1	2	0	28	2196	0	1	0
2278	2	5	3	0	28	2196	0	1	0
2279	1	2	1	0	28	2196	0	1	0
2279	2	3	2	0	28	2196	0	1	0
2280	1	2	1	0	28	2196	0	1	0
2280	2	4	1	0	28	2196	0	1	0
2285	1	1	2	0	28	2196	1	0	0
2286	2	3	2	0	28	2196	1	0	0
2287	1	2	1	0	28	2196	1	0	0
2287	2	4	1	0	28	2196	1	0	0
2294	1	2	1	0	28	2196	2	0	0
2294	2	4	1	0	28	2196	2	0	0
2301	1	2	1	0	28	2196	3	0	0
2301	2	4	1	0	28	2196	3	0	0
2340	1	1	2	0	28	2196	0	1	0
2428	1	1	2	0	28	2196	0	1	0
2428	2	5	3	0	28	2196	0	1	0
2429	1	2	1	0	28	2196	0	1	0
2429	2	3	2	0	28	2196	0	1	0
2430	2	4	1	0	28	2196	0	1	0
2432	2	4	1	0	28	2196	0	1	0
2435	1	1	2	0	28	2196	1	0	0
2435	2	5	3	0	28	2196	1	0	0
2436	1	2	1	0	28	2196	1	0	0
2436	2	3	2	0	28	2196	1	0	0
2442	1	1	2	0	28	2196	2	0	0
2443	1	2	1	0	28	2196	2	0	0
2443	2	3	2	0	28	2196	2	0	0
2461	1	2	1	0	28	2196	0	1	0
2493	1	1	2	0	28	2196	0	1	0
2578	1	2	1	0	28	2196	0	1	0
2578	2	5	3	0	28	2196	0	1	0
2579	1	1	2	0	28	2196	0	1	0
2579	2	3	2	0	28	2196	0	1	0
2580	2	4	1	0	28	2196	0	1	0
2584	1	1	2	0	28	2196	0	1	0
2584	2	4	1	0	28	2196	0	1	0
2585	1	2	1	0	28	2196	1	0	0
2585	2	5	3	0	28	2196	1	0	0
2586	1	1	2	0	28	2196	1	0	0
2586	2	3	2	0	28	2196	1	0	0
2591	1	1	2	0	28	2196	1	0	0
2591	2	4	1	0	28	2196	1	0	0
2592	1	2	1	0	28	2196	2	0	0
2592	2	5	3	0	28	2196	2	0	0
2593	1	1	2	0	28	2196	2	0	0
2593	2	3	2	0	28	2196	2	0	0
2598	1	1	2	0	28	2196	2	0	0
2598	2	4	1	0	28	2196	2	0	0
2599	1	2	1	0	28	2196	3	0	0
2704	2	3	2	0	28	2196	0	1	0
2728	1	2	1	0	28	2196	0	1	0
2728	2	5	3	0	28	2196	0	1	0
2729	1	1	2	0	28	2196	0	1	0
2729	2	4	1	0	28	2196	0	1	0
2730	2	3	2	0	28	2196	0	1	0
2735	1	2	1	0	28	2196	1	0	0
2735	2	5	3	0	28	2196	1	0	0
2736	1	1	2	0	28	2196	1	0	0
2736	2	4	1	0	28	2196	1	0	0
2737	1	1	2	0	10	469	0	1	0
2738	1	1	2	0	28	2196	0	1	0
2739	2	4	1	0	28	2196	0	1	0
2742	1	2	1	0	28	2196	2	0	0
2742	2	5	3	0	28	2196	2	0	0
2743	1	1	2	0	28	2196	2	0	0
2749	1	2	1	0	28	2196	3	0	0
2874	1	2	1	0	28	2196	0	1	0
2876	2	4	1	0	28	2196	0	1	0
2878	1	1	2	0	28	2196	0	1	0
2878	2	5	3	0	28	2196	0	1	0
2879	1	2	1	0	28	2196	0	1	0
2879	2	3	2	0	28	2196	0	1	0
2880	2	4	1	0	28	2196	0	1	0
2885	1	1	2	0	28	2196	1	0	0
2885	2	5	3	0	28	2196	1	0	0
2886	1	2	1	0	28	2196	1	0	0
2886	2	3	2	0	28	2196	1	0	0
2892	1	1	2	0	28	2196	2	0	0
2892	2	5	3	0	28	2196	2	0	0
2893	1	2	1	0	28	2196	2	0	0
2893	2	3	2	0	28	2196	2	0	0
2900	1	2	1	0	28	2196	3	0	0
2980	1	1	2	0	28	2196	0	1	0
2981	1	2	1	0	28	2196	0	1	0
2996	1	2	1	0	28	2196	0	1	0
3025	2	4	1	0	28	2196	0	1	0
3028	1	1	2	0	28	2196	0	1	0
3028	2	5	3	0	28	2196	0	1	0
3029	1	2	1	0	28	2196	0	1	0
3029	2	3	2	0	28	2196	0	1	0
3030	2	4	1	0	28	2196	0	1	0
3035	1	1	2	0	28	2196	1	0	0
3035	2	5	3	0	28	2196	1	0	0
3036	1	2	1	0	28	2196	1	0	0
3036	2	3	2	0	28	2196	1	0	0
3042	1	1	2	0	28	2196	2	0	0
3042	2	5	3	0	28	2196	2	0	0
3043	1	2	1	0	28	2196	2	0	0
3043	2	3	2	0	28	2196	2	0	0
3050	1	2	1	0	28	2196	3	0	0
3096	1	2	1	0	28	2196	0	1	0
3175	2	4	1	0	28	2196	0	1	0
3178	1	1	2	0	28	2196	0	1	0
3178	2	5	3	0	28	2196	0	1	0
3179	1	2	1	0	28	2196	0	1	0
3179	2	3	2	0	28	2196	0	1	0
3180	2	4	1	0	28	2196	0	1	0
3185	1	1	2	0	28	2196	1	0	0
3185	2	5	3	0	28	2196	1	0	0
3186	1	2	1	0	28	2196	1	0	0
3186	2	3	2	0	28	2196	1	0	0
3192	2	5	3	0	28	2196	2	0	0
3193	1	2	1	0	28	2196	2	0	0
3193	2	3	2	0	28	2196	2	0	0
3226	1	1	2	0	28	2196	0	1	0
3227	1	2	1	0	28	2196	0	1	0
3260	1	1	2	0	28	2196	0	1	0
3328	1	2	1	0	28	2196	0	1	0
3328	2	5	3	0	28	2196	0	1	0
3329	1	1	2	0	28	2196	0	1	0
3329	2	3	2	0	28	2196	0	1	0
3330	2	4	1	0	28	2196	0	1	0
3332	2	4	1	0	28	2196	0	1	0
3335	1	2	1	0	28	2196	1	0	0
3335	2	5	3	0	28	2196	1	0	0
3336	1	1	2	0	28	2196	1	0	0
3336	2	3	2	0	28	2196	1	0	0
3342	1	2	1	0	28	2196	2	0	0
3342	2	5	3	0	28	2196	2	0	0
3343	1	1	2	0	28	2196	2	0	0
3343	2	3	2	0	28	2196	2	0	0
3344	1	2	1	0	0	61	0	1	0
3345	1	2	1	0	0	61	0	1	0
3346	1	2	1	0	28	2196	0	1	0
3349	1	2	1	0	28	2196	3	0	0
3476	2	4	1	0	28	2196	0	1	0
3478	1	1	2	0	28	2196	0	1	0
3478	2	5	3	0	28	2196	0	1	0
3479	1	2	1	0	28	2196	0	1	0
3479	2	3	2	0	28	2196	0	1	0
3480	2	4	1	0	28	2196	0	1	0
3484	1	2	1	0	28	2196	0	1	0
3485	1	1	2	0	28	2196	1	0	0
3485	2	5	3	0	28	2196	1	0	0
3486	1	2	1	0	28	2196	1	0	0
3486	2	3	2	0	28	2196	1	0	0
3492	1	1	2	0	28	2196	2	0	0
3492	2	5	3	0	28	2196	2	0	0
3493	1	2	1	0	28	2196	2	0	0
3493	2	3	2	0	28	2196	2	0	0
3499	2	5	3	0	28	2196	3	0	0
3546	1	1	2	0	28	2196	0	1	0
3628	1	2	1	0	28	2196	0	1	0
3628	2	5	3	0	28	2196	0	1	0
3629	1	1	2	0	28	2196	0	1	0
3629	2	3	2	0	28	2196	0	1	0
3630	2	4	1	0	28	2196	0	1	0
3635	1	2	1	0	28	2196	1	0	0
3635	2	5	3	0	28	2196	1	0	0
3636	1	1	2	0	28	2196	1	0	0
3636	2	3	2	0	28	2196	1	0	0
3638	2	4	1	0	28	2196	0	1	0
3642	1	2	1	0	28	2196	2	0	0
3642	2	5	3	0	28	2196	2	0	0
3643	1	1	2	0	28	2196	2	0	0
3643	2	3	2	0	28	2196	2	0	0
3649	1	2	1	0	28	2196	3	0	0
3650	1	1	2	0	0	81	0	1	0
3651	1	1	2	0	0	81	0	1	0
3652	1	1	2	0	28	2196	0	1	0
3656	2	3	2	0	28	2196	0	1	0
3775	2	4	1	0	28	2196	0	1	0
3778	1	2	1	0	28	2196	0	1	0
3778	2	5	3	0	28	2196	0	1	0
3779	1	1	2	0	28	2196	0	1	0
3779	2	3	2	0	28	2196	0	1	0
3780	2	4	1	0	28	2196	0	1	0
3785	1	2	1	0	28	2196	1	0	0
3785	2	5	3	0	28	2196	1	0	0
3786	1	1	2	0	28	2196	1	0	0
3786	2	3	2	0	28	2196	1	0	0
3792	1	2	1	0	28	2196	2	0	0
3792	2	5	3	0	28	2196	2	0	0
3793	1	1	2	0	28	2196	2	0	0
3793	2	3	2	0	28	2196	2	0	0
3816	1	2	1	0	28	2196	0	1	0
3826	1	2	1	0	28	2196	0	1	0
3877	1	1	2	0	28	2196	0	1	0
3925	2	4	1	0	28	2196	0	1	0
3928	1	1	2	0	28	2196	0	1	0
3928	2	5	3	0	28	2196	0	1	0
3929	1	2	1	0	28	2196	0	1	0
3929	2	3	2	0	28	2196	0	1	0
3930	2	4	1	0	28	2196	0	1	0
3935	1	1	2	0	28	2196	1	0	0
3935	2	5	3	0	28	2196	1	0	0
3936	1	2	1	0	28	2196	1	0	0
3936	2	3	2	0	28	2196	1	0	0
3937	1	2	1	0	2	121	0	1	0
3938	1	2	1	0	28	2196	0	1	0
3942	1	1	2	0	28	2196	2	0	0
3942	2	5	3	0	28	2196	2	0	0
3943	1	2	1	0	28	2196	2	0	0
3943	2	3	2	0	28	2196	2	0	0
3950	1	2	1	0	28	2196	3	0	0
3978	2	3	2	0	28	2196	0	1	0
4078	1	1	2	0	28	2196	0	1	0
4078	2	5	3	0	28	2196	0	1	0
4079	1	2	1	0	28	2196	0	1	0
4079	2	4	1	0	28	2196	0	1	0
4080	2	3	2	0	28	2196	0	1	0
4085	1	1	2	0	28	2196	1	0	0
4085	2	5	3	0	28	2196	1	0	0
4086	1	2	1	0	28	2196	1	0	0
4086	2	4	1	0	28	2196	1	0	0
4092	1	1	2	0	28	2196	2	0	0
4093	1	2	1	0	28	2196	2	0	0
4093	2	4	1	0	28	2196	2	0	0
4100	1	2	1	0	28	2196	3	0	0
4100	2	4	1	0	28	2196	3	0	0
4130	1	1	2	0	28	2196	0	1	0
4146	1	1	2	0	28	2196	0	1	0
4228	1	2	1	0	28	2196	0	1	0
4228	2	5	3	0	28	2196	0	1	0
4229	1	1	2	0	28	2196	0	1	0
4229	2	4	1	0	28	2196	0	1	0
4230	2	3	2	0	28	2196	0	1	0
4232	2	4	1	0	28	2196	0	1	0
4234	2	4	1	0	28	2196	0	1	0
4235	1	2	1	0	28	2196	1	0	0
4235	2	5	3	0	28	2196	1	0	0
4236	1	1	2	0	28	2196	1	0	0
4236	2	4	1	0	28	2196	1	0	0
4242	1	2	1	0	28	2196	2	0	0
4242	2	5	3	0	28	2196	2	0	0
4243	1	1	2	0	28	2196	2	0	0
4249	1	2	1	0	28	2196	3	0	0
4331	1	2	1	0	28	2196	0	1	0
4337	2	3	2	0	28	2196	0	1	0
4365	1	2	1	0	28	2196	0	1	0
4378	1	1	2	0	28	2196	0	1	0
4378	2	5	3	0	28	2196	0	1	0
4379	1	2	1	0	28	2196	0	1	0
4379	2	4	1	0	28	2196	0	1	0
4380	2	3	2	0	28	2196	0	1	0
4385	1	1	2	0	28	2196	1	0	0
4385	2	5	3	0	28	2196	1	0	0
4386	1	2	1	0	28	2196	1	0	0
4386	2	4	1	0	28	2196	1	0	0
4392	1	1	2	0	28	2196	0	1	0
4392	2	5	3	0	28	2196	2	0	0
4393	1	2	1	0	28	2196	2	0	0
4393	2	4	1	0	28	2196	2	0	0
4399	1	1	2	0	28	2196	1	0	0
4399	2	5	3	0	28	2196	3	0	0
4400	1	2	1	0	28	2196	3	0	0
4401	1	2	1	0	0	61	0	1	0
4402	1	2	1	0	28	2196	0	1	0
4406	1	1	2	0	28	2196	2	0	0
4426	1	1	2	0	28	2196	0	1	0
4528	1	2	1	0	28	2196	0	1	0
4528	2	5	3	0	28	2196	0	1	0
4529	1	1	2	0	28	2196	0	1	0
4529	2	4	1	0	28	2196	0	1	0
4530	2	3	2	0	28	2196	0	1	0
4532	2	4	1	0	28	2196	0	1	0
4535	1	2	1	0	28	2196	1	0	0
4535	2	5	3	0	28	2196	1	0	0
4536	1	1	2	0	28	2196	1	0	0
4536	2	4	1	0	28	2196	1	0	0
4542	1	2	1	0	28	2196	2	0	0
4542	2	5	3	0	28	2196	2	0	0
4543	2	4	1	0	28	2196	2	0	0
4548	2	3	2	0	28	2196	0	1	0
4652	1	2	1	0	28	2196	0	1	0
4678	1	1	2	0	28	2196	0	1	0
4678	2	5	3	0	28	2196	0	1	0
4679	1	2	1	0	28	2196	0	1	0
4679	2	4	1	0	28	2196	0	1	0
4680	2	3	2	0	28	2196	0	1	0
4681	1	2	1	0	28	2196	0	1	0
4685	1	1	2	0	28	2196	1	0	0
4686	1	2	1	0	28	2196	1	0	0
4686	2	4	1	0	28	2196	1	0	0
4693	2	4	1	0	28	2196	2	0	0
4716	2	3	2	0	28	2196	0	1	0
4744	2	3	2	0	28	2196	0	1	0
4751	2	3	2	0	28	2196	0	1	0
4765	2	3	2	0	28	2196	0	1	0
4775	2	3	2	0	28	2196	0	1	0
4787	2	3	2	0	28	2196	0	1	0
4828	1	1	2	0	28	2196	0	1	0
4828	2	5	3	0	28	2196	0	1	0
4829	1	2	1	0	28	2196	0	1	0
4829	2	4	1	0	28	2196	0	1	0
4830	2	3	2	0	28	2196	0	1	0
4832	2	4	1	0	28	2196	0	1	0
4835	1	1	2	0	28	2196	1	0	0
4835	2	5	3	0	28	2196	1	0	0
4836	1	2	1	0	28	2196	1	0	0
4836	2	4	1	0	28	2196	1	0	0
4837	2	4	1	0	8	389	0	1	0
4838	2	4	1	0	28	2196	0	1	0
4842	1	1	2	0	28	2196	2	0	0
4842	2	5	3	0	28	2196	2	0	0
4843	1	2	1	0	28	2196	2	0	0
4843	2	4	1	0	28	2196	2	0	0
4849	2	5	3	0	28	2196	3	0	0
4850	1	2	1	0	28	2196	3	0	0
4893	1	2	1	0	28	2196	0	1	0
4934	1	1	2	0	28	2196	0	1	0
4944	1	1	2	0	28	2196	0	1	0
4975	2	4	1	0	28	2196	0	1	0
4978	1	2	1	0	28	2196	0	1	0
4978	2	5	3	0	28	2196	0	1	0
4979	1	1	2	0	28	2196	0	1	0
4979	2	3	2	0	28	2196	0	1	0
4980	1	2	1	0	28	2196	0	1	0
4980	2	4	1	0	28	2196	0	1	0
4985	1	2	1	0	28	2196	1	0	0
4985	2	5	3	0	28	2196	1	0	0
4986	1	1	2	0	28	2196	1	0	0
4986	2	3	2	0	28	2196	1	0	0
4987	1	2	1	0	28	2196	1	0	0
4987	2	4	1	0	28	2196	1	0	0
4992	1	2	1	0	28	2196	2	0	0
4992	2	5	3	0	28	2196	2	0	0
4993	1	1	2	0	28	2196	2	0	0
4993	2	3	2	0	28	2196	2	0	0
4994	1	2	1	0	28	2196	2	0	0
4999	1	2	1	0	28	2196	3	0	0
