% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	correct	ccId
2008	2	4	1	0	2	65	0	1	1	0
2009	2	4	1	0	2	65	0	1	1	0
2010	2	4	1	0	2	65	0	1	1	0
2011	2	4	1	0	2	65	0	1	1	0
2012	2	4	1	0	2	65	0	1	1	0
2013	2	4	1	0	2	65	0	1	1	0
2014	2	4	1	0	2	65	0	1	1	0
2015	2	4	1	0	2	65	0	1	1	0
2016	2	4	1	0	2	65	0	1	1	0
2017	2	4	1	0	2	65	0	1	1	0
2018	2	4	1	0	2	65	0	1	1	0
2019	2	4	1	0	2	65	0	1	1	0
2020	2	4	1	0	2	65	0	1	1	0
2021	2	4	1	0	2	65	0	1	1	0
2022	2	4	1	0	2	65	0	1	1	0
2023	2	4	1	0	2	65	0	1	1	0
2024	2	4	1	0	2	65	0	1	1	0
2025	2	4	1	0	2	65	0	1	1	0
2026	2	4	1	0	2	65	0	1	1	0
2027	2	4	1	0	2	65	0	1	1	0
2028	2	4	1	0	2	65	0	1	1	0
2029	2	4	1	0	2	65	0	1	1	0
2030	2	4	1	0	2	65	0	1	1	0
2031	2	4	1	0	2	65	0	1	1	0
2032	2	4	1	0	2	65	0	1	1	0
2033	2	4	1	0	2	65	0	1	1	0
2034	2	4	1	0	2	65	0	1	1	0
2035	2	4	1	0	2	65	0	1	1	0
2036	2	4	1	0	2	65	0	1	1	0
2037	2	4	1	0	2	65	0	1	1	0
2038	2	4	1	0	2	65	0	1	1	0
2039	2	4	1	0	2	65	0	1	1	0
2040	2	4	1	0	2	65	0	1	1	0
2121	1	1	2	0	14	389	0	1	1	0
2121	2	5	3	0	28	749	0	1	0	0
2122	1	1	2	0	14	389	0	1	1	0
2122	2	5	3	0	28	749	0	1	0	0
2123	1	1	2	0	14	389	0	1	1	0
2123	2	5	3	0	28	749	0	1	0	0
2124	1	1	2	0	14	389	0	1	1	0
2125	1	1	2	0	14	389	0	1	1	0
2126	1	1	2	0	14	389	0	1	1	0
2127	1	2	1	0	0	85	0	1	1	0
2128	1	2	1	0	0	85	0	1	1	0
2128	2	4	1	0	2	41	0	1	1	0
2128	2	5	3	0	28	749	1	0	1	0
2129	1	2	1	0	0	85	0	1	1	0
2129	2	4	1	0	2	41	0	1	1	0
2129	2	5	3	0	28	749	1	0	1	0
2130	1	2	1	0	0	85	0	1	1	0
2130	2	4	1	0	2	41	0	1	1	0
2130	2	5	3	0	28	749	1	0	1	0
2131	1	2	1	0	0	85	0	1	1	0
2132	1	2	1	0	0	85	0	1	1	0
2133	1	2	1	0	0	85	0	1	1	0
2134	1	2	1	0	0	85	0	1	1	0
2135	1	2	1	0	0	85	0	1	1	0
2136	1	2	1	0	0	85	0	1	1	0
2137	1	2	1	0	0	85	0	1	1	0
2138	1	2	1	0	0	85	0	1	1	0
2139	1	2	1	0	0	85	0	1	1	0
2140	1	2	1	0	0	85	0	1	1	0
2141	1	2	1	0	0	85	0	1	1	0
2142	1	2	1	0	0	85	0	1	1	0
2143	1	2	1	0	0	85	0	1	1	0
2144	1	2	1	0	0	85	0	1	1	0
2145	1	2	1	0	0	85	0	1	1	0
2146	1	2	1	0	0	85	0	1	1	0
2147	1	2	1	0	0	85	0	1	1	0
2148	1	2	1	0	0	85	0	1	1	0
2149	1	2	1	0	0	85	0	1	1	0
2150	1	2	1	0	0	85	0	1	1	0
2151	1	2	1	0	0	85	0	1	1	0
2152	1	2	1	0	0	85	0	1	1	0
2208	2	3	2	0	6	153	0	1	1	0
2209	2	3	2	0	6	153	0	1	1	0
2210	2	3	2	0	6	153	0	1	1	0
2211	2	3	2	0	6	153	0	1	1	0
2212	2	3	2	0	6	153	0	1	1	0
2213	2	3	2	0	6	153	0	1	1	0
2214	2	3	2	0	6	153	0	1	1	0
2215	2	3	2	0	6	153	0	1	1	0
2216	2	3	2	0	6	153	0	1	1	0
2217	2	3	2	0	6	153	0	1	1	0
2218	2	3	2	0	6	153	0	1	1	0
2219	2	3	2	0	6	153	0	1	1	0
2220	2	3	2	0	6	153	0	1	1	0
2221	2	3	2	0	6	153	0	1	1	0
2222	2	3	2	0	6	153	0	1	1	0
2223	2	3	2	0	6	153	0	1	1	0
2224	2	3	2	0	6	153	0	1	1	0
2225	2	3	2	0	6	153	0	1	1	0
2226	2	3	2	0	6	153	0	1	1	0
2227	2	3	2	0	6	153	0	1	1	0
2228	2	3	2	0	6	153	0	1	1	0
2229	2	3	2	0	6	153	0	1	1	0
2230	2	3	2	0	6	153	0	1	1	0
2231	2	3	2	0	6	153	0	1	1	0
2232	2	3	2	0	6	153	0	1	1	0
2233	2	3	2	0	6	153	0	1	1	0
2234	2	3	2	0	6	153	0	1	1	0
2235	2	3	2	0	6	153	0	1	1	0
2236	2	3	2	0	6	153	0	1	1	0
2237	2	3	2	0	6	153	0	1	1	0
2238	2	3	2	0	6	153	0	1	1	0
2239	2	3	2	0	6	153	0	1	1	0
2240	2	3	2	0	6	153	0	1	1	0
2241	2	3	2	0	6	153	0	1	1	0
2242	2	3	2	0	6	153	0	1	1	0
2243	2	3	2	0	6	153	0	1	1	0
2244	2	3	2	0	6	153	0	1	1	0
2245	2	3	2	0	6	153	0	1	1	0
2246	2	3	2	0	6	153	0	1	1	0
2247	2	3	2	0	6	153	0	1	1	0
2248	2	3	2	0	8	209	0	1	1	0
2271	2	3	2	0	8	137	0	1	1	0
2271	2	5	3	0	28	749	0	1	1	0
2272	2	3	2	0	8	137	0	1	1	0
2272	2	5	3	0	28	749	0	1	1	0
2273	2	3	2	0	8	137	0	1	1	0
2273	2	5	3	0	28	749	0	1	1	0
2274	2	3	2	0	8	209	0	1	1	0
2275	2	3	2	0	8	209	0	1	1	0
2276	2	3	2	0	8	209	0	1	1	0
2277	2	3	2	0	8	209	0	1	1	0
2278	2	3	2	0	8	209	0	1	1	0
2279	2	3	2	0	8	209	0	1	1	0
2280	2	3	2	0	8	209	0	1	1	0
2281	2	3	2	0	8	209	0	1	1	0
2282	2	3	2	0	8	209	0	1	1	0
2288	1	1	2	0	0	41	0	1	1	0
2289	1	1	2	0	0	41	0	1	1	0
2290	1	1	2	0	0	41	0	1	1	0
2291	1	1	2	0	0	41	0	1	1	0
2292	1	1	2	0	0	41	0	1	1	0
2293	1	1	2	0	0	41	0	1	1	0
2294	1	1	2	0	0	41	0	1	1	0
2295	1	1	2	0	0	41	0	1	1	0
2296	1	1	2	0	0	41	0	1	1	0
2297	1	1	2	0	0	41	0	1	1	0
2298	1	1	2	0	0	41	0	1	1	0
2299	1	1	2	0	0	41	0	1	1	0
2300	1	1	2	0	0	41	0	1	1	0
2301	1	1	2	0	0	41	0	1	1	0
2302	1	1	2	0	0	41	0	1	1	0
2303	1	1	2	0	0	41	0	1	1	0
2304	1	1	2	0	0	41	0	1	1	0
2305	1	1	2	0	0	41	0	1	1	0
2306	1	1	2	0	0	41	0	1	1	0
2307	1	1	2	0	0	41	0	1	1	0
2308	1	1	2	0	0	41	0	1	1	0
2309	1	1	2	0	0	41	0	1	1	0
2310	1	1	2	0	0	41	0	1	1	0
2311	1	1	2	0	0	41	0	1	1	0
2312	1	1	2	0	0	41	0	1	1	0
2313	1	1	2	0	0	41	0	1	1	0
2314	1	1	2	0	0	41	0	1	1	0
2315	1	1	2	0	0	41	0	1	1	0
2316	1	1	2	0	0	41	0	1	1	0
2317	1	1	2	0	0	41	0	1	1	0
2318	1	1	2	0	0	41	0	1	1	0
2319	1	1	2	0	0	41	0	1	1	0
2320	1	1	2	0	0	41	0	1	1	0
2321	1	1	2	0	0	41	0	1	1	0
2322	1	1	2	0	0	41	0	1	1	0
2323	1	1	2	0	0	41	0	1	1	0
2324	1	1	2	0	0	41	0	1	1	0
2325	1	1	2	0	0	41	0	1	1	0
2326	1	1	2	0	0	41	0	1	1	0
2327	1	2	1	0	4	105	0	1	1	0
2327	1	1	2	0	0	41	0	1	1	0
2328	1	2	1	0	4	105	0	1	1	0
2328	1	1	2	0	2	65	0	1	1	0
2329	1	2	1	0	4	105	0	1	1	0
2329	1	1	2	0	2	65	0	1	1	0
2330	1	2	1	0	4	105	0	1	1	0
2330	1	1	2	0	2	65	0	1	1	0
2331	1	2	1	0	4	105	0	1	1	0
2331	1	1	2	0	2	65	0	1	1	0
2332	1	2	1	0	4	105	0	1	1	0
2332	1	1	2	0	2	65	0	1	1	0
2333	1	2	1	0	4	105	0	1	1	0
2333	1	1	2	0	2	65	0	1	1	0
2334	1	2	1	0	4	105	0	1	1	0
2334	1	1	2	0	2	65	0	1	1	0
2335	1	2	1	0	4	105	0	1	1	0
2335	1	1	2	0	2	65	0	1	1	0
2336	1	2	1	0	4	105	0	1	1	0
2336	1	1	2	0	2	65	0	1	1	0
2337	1	2	1	0	2	137	0	1	1	0
2338	1	2	1	0	2	137	0	1	1	0
2339	1	2	1	0	2	137	0	1	1	0
2340	1	2	1	0	2	137	0	1	1	0
2341	1	2	1	0	2	137	0	1	1	0
2342	1	2	1	0	2	137	0	1	1	0
2343	1	2	1	0	2	137	0	1	1	0
2344	1	2	1	0	2	137	0	1	1	0
2421	1	1	2	0	2	65	0	1	1	0
2421	2	5	3	0	26	621	0	1	0	0
2422	1	1	2	0	2	65	0	1	1	0
2422	2	5	3	0	26	621	0	1	0	0
2423	1	1	2	0	2	65	0	1	1	0
2423	2	5	3	0	26	621	0	1	0	0
2424	1	1	2	0	2	65	0	1	1	0
2424	2	5	3	0	26	621	0	1	0	0
2425	1	1	2	0	2	65	0	1	1	0
2426	1	1	2	0	2	65	0	1	1	0
2427	1	1	2	0	2	65	0	1	1	0
2428	1	1	2	0	2	65	0	1	1	0
2428	2	5	3	0	26	621	1	0	1	0
2429	1	1	2	0	2	65	0	1	1	0
2429	2	5	3	0	26	621	1	0	1	0
2430	1	1	2	0	2	65	0	1	1	0
2430	2	5	3	0	26	621	1	0	1	0
2431	1	1	2	0	2	65	0	1	1	0
2431	2	5	3	0	26	621	1	0	1	0
2432	1	1	2	0	2	65	0	1	1	0
2433	1	1	2	0	2	65	0	1	1	0
2434	1	1	2	0	2	65	0	1	1	0
2435	1	1	2	0	2	65	0	1	1	0
2436	1	1	2	0	2	65	0	1	1	0
2437	1	1	2	0	2	65	0	1	1	0
2438	1	1	2	0	2	65	0	1	1	0
2439	1	1	2	0	2	65	0	1	1	0
2440	1	1	2	0	2	65	0	1	1	0
2441	1	1	2	0	2	65	0	1	1	0
2442	1	1	2	0	2	65	0	1	1	0
2443	1	1	2	0	2	65	0	1	1	0
2444	1	1	2	0	2	65	0	1	1	0
2445	1	1	2	0	2	65	0	1	1	0
2446	1	1	2	0	2	65	0	1	1	0
2447	1	1	2	0	2	65	0	1	1	0
2448	2	3	2	0	4	105	0	1	1	0
2449	2	3	2	0	4	105	0	1	1	0
2450	2	3	2	0	4	105	0	1	1	0
2451	2	3	2	0	4	105	0	1	1	0
2452	2	3	2	0	4	105	0	1	1	0
2453	2	3	2	0	4	105	0	1	1	0
2454	2	3	2	0	4	105	0	1	1	0
2455	2	3	2	0	4	105	0	1	1	0
2456	2	3	2	0	4	105	0	1	1	0
2457	2	3	2	0	4	105	0	1	1	0
2458	2	3	2	0	4	105	0	1	1	0
2459	2	3	2	0	4	105	0	1	1	0
2460	2	3	2	0	4	105	0	1	1	0
2461	2	3	2	0	4	105	0	1	1	0
2462	2	3	2	0	4	105	0	1	1	0
2463	2	3	2	0	4	105	0	1	1	0
2464	2	3	2	0	4	105	0	1	1	0
2465	2	3	2	0	4	105	0	1	1	0
2466	2	3	2	0	4	105	0	1	1	0
2467	2	3	2	0	4	105	0	1	1	0
2468	2	3	2	0	4	105	0	1	1	0
2487	1	2	1	0	12	301	0	1	1	0
2488	1	2	1	0	12	301	0	1	1	0
2489	1	2	1	0	12	301	0	1	1	0
2490	1	2	1	0	12	301	0	1	1	0
2491	1	2	1	0	12	301	0	1	1	0
2492	1	2	1	0	12	301	0	1	1	0
2493	1	2	1	0	12	301	0	1	1	0
2494	1	2	1	0	12	301	0	1	1	0
2571	1	2	1	0	4	105	0	1	1	0
2571	2	5	3	0	16	309	0	1	0	0
2572	1	2	1	0	4	105	0	1	1	0
2572	2	5	3	0	16	309	0	1	0	0
2573	1	2	1	0	4	105	0	1	1	0
2573	2	5	3	0	16	309	0	1	0	0
2574	1	2	1	0	4	105	0	1	1	0
2574	2	5	3	0	16	309	0	1	0	0
2575	1	2	1	0	4	105	0	1	1	0
2575	2	5	3	0	16	309	0	1	0	0
2576	1	2	1	0	4	105	0	1	1	0
2576	2	5	3	0	16	309	0	1	0	0
2577	1	2	1	0	4	105	0	1	1	0
2577	2	5	3	0	16	309	0	1	0	0
2578	1	2	1	0	4	105	0	1	1	0
2578	2	5	3	0	16	309	1	0	1	0
2579	1	2	1	0	4	105	0	1	1	0
2579	2	5	3	0	16	309	1	0	1	0
2580	1	2	1	0	4	105	0	1	1	0
2580	2	5	3	0	16	309	1	0	1	0
2581	1	2	1	0	4	105	0	1	1	0
2581	2	5	3	0	16	309	1	0	1	0
2582	1	2	1	0	4	105	0	1	1	0
2582	2	5	3	0	16	309	1	0	1	0
2583	1	2	1	0	4	105	0	1	1	0
2583	2	5	3	0	16	309	1	0	1	0
2584	1	2	1	0	4	105	0	1	1	0
2584	2	5	3	0	16	309	1	0	1	0
2585	1	2	1	0	4	105	0	1	1	0
2586	1	2	1	0	4	105	0	1	1	0
2587	1	2	1	0	4	105	0	1	1	0
2588	1	2	1	0	4	105	0	1	1	0
2589	1	2	1	0	4	105	0	1	1	0
2590	1	2	1	0	4	105	0	1	1	0
2591	1	2	1	0	4	105	0	1	1	0
2687	2	4	1	0	2	65	0	1	1	0
2688	1	1	2	0	2	137	0	1	1	0
2688	2	4	1	0	2	65	0	1	1	0
2689	1	1	2	0	2	137	0	1	1	0
2689	2	4	1	0	2	65	0	1	1	0
2690	1	1	2	0	2	137	0	1	1	0
2690	2	4	1	0	2	65	0	1	1	0
2691	1	1	2	0	2	137	0	1	1	0
2691	2	4	1	0	2	65	0	1	1	0
2692	1	1	2	0	2	137	0	1	1	0
2692	2	4	1	0	2	65	0	1	1	0
2693	1	1	2	0	2	137	0	1	1	0
2693	2	4	1	0	2	65	0	1	1	0
2694	1	1	2	0	2	137	0	1	1	0
2694	2	4	1	0	2	65	0	1	1	0
2695	1	1	2	0	2	137	0	1	1	0
2695	2	4	1	0	2	65	0	1	1	0
2696	1	1	2	0	2	137	0	1	1	0
2696	2	4	1	0	2	65	0	1	1	0
2697	1	1	2	0	2	137	0	1	1	0
2697	2	4	1	0	2	65	0	1	1	0
2698	1	1	2	0	2	137	0	1	1	0
2698	2	4	1	0	2	65	0	1	1	0
2699	1	1	2	0	2	137	0	1	1	0
2699	2	4	1	0	2	65	0	1	1	0
2700	1	1	2	0	2	137	0	1	1	0
2700	2	4	1	0	2	65	0	1	1	0
2701	1	1	2	0	2	137	0	1	1	0
2701	2	4	1	0	2	65	0	1	1	0
2702	1	1	2	0	2	137	0	1	1	0
2702	2	4	1	0	2	65	0	1	1	0
2703	1	1	2	0	2	137	0	1	1	0
2703	2	4	1	0	2	65	0	1	1	0
2704	1	1	2	0	2	137	0	1	1	0
2704	2	4	1	0	2	65	0	1	1	0
2705	1	1	2	0	2	137	0	1	1	0
2705	2	4	1	0	2	65	0	1	1	0
2706	1	1	2	0	2	137	0	1	1	0
2706	2	4	1	0	2	65	0	1	1	0
2707	2	4	1	0	2	65	0	1	1	0
2708	2	4	1	0	2	65	0	1	1	0
2709	2	4	1	0	2	65	0	1	1	0
2710	2	4	1	0	2	65	0	1	1	0
2711	2	4	1	0	2	65	0	1	1	0
2712	2	4	1	0	2	65	0	1	1	0
2713	2	4	1	0	2	65	0	1	1	0
2714	2	4	1	0	2	65	0	1	1	0
2715	2	4	1	0	2	65	0	1	1	0
2716	2	4	1	0	2	65	0	1	1	0
2717	2	4	1	0	2	65	0	1	1	0
2718	2	4	1	0	2	65	0	1	1	0
2719	2	4	1	0	2	65	0	1	1	0
2720	2	4	1	0	2	65	0	1	1	0
2721	1	2	1	0	2	65	0	1	1	0
2721	1	1	2	0	8	209	0	1	1	0
2721	2	4	1	0	2	41	0	1	1	0
2721	2	5	3	0	28	749	0	1	0	0
2722	1	2	1	0	2	65	0	1	1	0
2722	1	1	2	0	8	209	0	1	1	0
2722	2	4	1	0	2	41	0	1	1	0
2722	2	5	3	0	28	749	0	1	0	0
2723	1	2	1	0	2	65	0	1	1	0
2723	1	1	2	0	8	209	0	1	1	0
2723	2	4	1	0	2	41	0	1	1	0
2723	2	5	3	0	28	749	0	1	0	0
2724	1	2	1	0	2	65	0	1	1	0
2724	1	1	2	0	8	209	0	1	1	0
2724	2	4	1	0	2	65	0	1	1	0
2725	1	2	1	0	2	65	0	1	1	0
2725	1	1	2	0	8	209	0	1	1	0
2725	2	4	1	0	2	65	0	1	1	0
2726	1	2	1	0	2	65	0	1	1	0
2726	1	1	2	0	8	209	0	1	1	0
2726	2	4	1	0	2	65	0	1	1	0
2727	1	2	1	0	4	105	0	1	1	0
2727	1	1	2	0	8	209	0	1	1	0
2728	1	2	1	0	4	105	0	1	1	0
2728	1	1	2	0	0	41	0	1	1	0
2728	2	4	1	0	0	26	0	1	1	0
2728	2	3	2	0	0	26	0	1	1	0
2728	2	5	3	0	28	749	1	0	0	0
2729	1	2	1	0	4	105	0	1	1	0
2729	1	1	2	0	0	41	0	1	1	0
2729	2	4	1	0	0	26	0	1	1	0
2729	2	3	2	0	0	26	0	1	1	0
2729	2	5	3	0	28	749	1	0	0	0
2730	1	2	1	0	4	105	0	1	1	0
2730	1	1	2	0	0	41	0	1	1	0
2730	2	4	1	0	0	26	0	1	1	0
2730	2	3	2	0	0	26	0	1	1	0
2730	2	5	3	0	28	749	1	0	0	0
2731	1	2	1	0	4	105	0	1	1	0
2731	1	1	2	0	0	41	0	1	1	0
2732	1	2	1	0	4	105	0	1	1	0
2732	1	1	2	0	0	41	0	1	1	0
2733	1	2	1	0	4	105	0	1	1	0
2733	1	1	2	0	0	41	0	1	1	0
2734	1	2	1	0	4	105	0	1	1	0
2734	1	1	2	0	0	41	0	1	1	0
2735	1	2	1	0	4	105	0	1	1	0
2735	1	1	2	0	0	41	0	1	1	0
2735	2	4	1	0	0	26	0	1	1	0
2735	2	3	2	0	0	26	0	1	1	0
2735	2	5	3	0	28	749	2	0	1	0
2736	1	2	1	0	4	105	0	1	1	0
2736	1	1	2	0	0	41	0	1	1	0
2736	2	4	1	0	0	26	0	1	1	0
2736	2	3	2	0	0	26	0	1	1	0
2736	2	5	3	0	28	749	2	0	1	0
2737	1	2	1	0	4	105	0	1	1	0
2737	1	1	2	0	0	41	0	1	1	0
2737	2	4	1	0	0	26	0	1	1	0
2737	2	3	2	0	0	26	0	1	1	0
2737	2	5	3	0	28	749	2	0	1	0
2738	1	2	1	0	4	105	0	1	1	0
2738	1	1	2	0	0	41	0	1	1	0
2739	1	2	1	0	4	105	0	1	1	0
2739	1	1	2	0	0	41	0	1	1	0
2740	1	2	1	0	4	105	0	1	1	0
2740	1	1	2	0	0	41	0	1	1	0
2741	1	2	1	0	4	105	0	1	1	0
2741	1	1	2	0	0	41	0	1	1	0
2742	1	2	1	0	4	105	0	1	1	0
2742	1	1	2	0	0	41	0	1	1	0
2743	1	2	1	0	4	105	0	1	1	0
2743	1	1	2	0	0	41	0	1	1	0
2744	1	1	2	0	0	85	0	1	1	0
2848	2	3	2	0	0	41	0	1	1	0
2849	2	3	2	0	0	41	0	1	1	0
2850	2	3	2	0	0	41	0	1	1	0
2851	2	3	2	0	0	41	0	1	1	0
2852	2	3	2	0	0	41	0	1	1	0
2853	2	3	2	0	0	41	0	1	1	0
2854	2	3	2	0	0	41	0	1	1	0
2855	2	3	2	0	0	41	0	1	1	0
2856	2	3	2	0	0	41	0	1	1	0
2857	2	3	2	0	0	41	0	1	1	0
2858	2	3	2	0	0	41	0	1	1	0
2859	2	3	2	0	0	41	0	1	1	0
2860	2	3	2	0	0	41	0	1	1	0
2861	2	3	2	0	0	41	0	1	1	0
2862	2	3	2	0	0	41	0	1	1	0
2863	2	3	2	0	0	41	0	1	1	0
2864	2	3	2	0	0	41	0	1	1	0
2865	2	3	2	0	0	41	0	1	1	0
2866	2	3	2	0	0	41	0	1	1	0
2867	2	3	2	0	0	41	0	1	1	0
2868	2	3	2	0	0	41	0	1	1	0
2869	2	3	2	0	0	41	0	1	1	0
2870	2	3	2	0	0	41	0	1	1	0
2871	1	1	2	0	4	105	0	1	1	0
2871	2	4	1	0	0	26	0	1	1	0
2871	2	3	2	0	0	26	0	1	1	0
2871	2	5	3	0	22	469	0	1	1	0
2872	1	1	2	0	4	105	0	1	1	0
2872	2	4	1	0	0	26	0	1	1	0
2872	2	3	2	0	0	26	0	1	1	0
2872	2	5	3	0	22	469	0	1	1	0
2873	1	1	2	0	4	105	0	1	1	0
2873	2	4	1	0	0	26	0	1	1	0
2873	2	3	2	0	0	26	0	1	1	0
2873	2	5	3	0	22	469	0	1	1	0
2874	1	1	2	0	4	105	0	1	1	0
2874	2	4	1	0	0	26	0	1	1	0
2874	2	3	2	0	0	26	0	1	1	0
2874	2	5	3	0	22	469	0	1	1	0
2875	1	1	2	0	4	105	0	1	1	0
2875	2	4	1	0	0	26	0	1	1	0
2875	2	3	2	0	0	26	0	1	1	0
2875	2	5	3	0	22	469	0	1	1	0
2876	1	1	2	0	4	105	0	1	1	0
2876	2	3	2	0	0	41	0	1	1	0
2877	1	1	2	0	4	105	0	1	1	0
2877	2	3	2	0	0	41	0	1	1	0
2878	1	1	2	0	4	105	0	1	1	0
2878	2	3	2	0	0	41	0	1	1	0
2879	1	1	2	0	4	105	0	1	1	0
2879	2	3	2	0	0	41	0	1	1	0
2880	1	1	2	0	4	105	0	1	1	0
2880	2	3	2	0	0	41	0	1	1	0
2881	1	1	2	0	4	105	0	1	1	0
2881	2	3	2	0	0	41	0	1	1	0
2882	1	1	2	0	4	105	0	1	1	0
2882	2	3	2	0	0	41	0	1	1	0
2883	1	1	2	0	4	105	0	1	1	0
2883	2	3	2	0	0	41	0	1	1	0
2884	1	1	2	0	4	105	0	1	1	0
2884	2	3	2	0	0	41	0	1	1	0
2885	1	1	2	0	4	105	0	1	1	0
2885	2	3	2	0	0	41	0	1	1	0
2886	1	1	2	0	4	105	0	1	1	0
2886	2	3	2	0	0	41	0	1	1	0
2887	1	1	2	0	4	105	0	1	1	0
2887	2	3	2	0	0	41	0	1	1	0
2967	1	2	1	0	4	105	0	1	1	0
2968	1	2	1	0	4	105	0	1	1	0
2968	2	3	2	0	6	153	0	1	1	0
2969	1	2	1	0	4	105	0	1	1	0
2969	2	3	2	0	6	153	0	1	1	0
2970	1	2	1	0	4	105	0	1	1	0
2970	2	3	2	0	6	153	0	1	1	0
2971	1	2	1	0	4	105	0	1	1	0
2971	2	3	2	0	6	153	0	1	1	0
2972	1	2	1	0	4	105	0	1	1	0
2972	2	3	2	0	6	153	0	1	1	0
2973	1	2	1	0	4	105	0	1	1	0
2973	2	3	2	0	6	153	0	1	1	0
2974	1	2	1	0	4	105	0	1	1	0
2974	2	3	2	0	6	153	0	1	1	0
2975	1	2	1	0	4	105	0	1	1	0
2975	2	3	2	0	6	153	0	1	1	0
2976	1	2	1	0	4	105	0	1	1	0
2976	2	3	2	0	6	153	0	1	1	0
2977	1	2	1	0	4	105	0	1	1	0
2977	2	3	2	0	6	153	0	1	1	0
2978	1	2	1	0	4	105	0	1	1	0
2978	2	3	2	0	6	153	0	1	1	0
2979	1	2	1	0	4	105	0	1	1	0
2979	2	3	2	0	6	153	0	1	1	0
2980	1	2	1	0	4	105	0	1	1	0
2980	2	3	2	0	6	153	0	1	1	0
2981	1	2	1	0	4	105	0	1	1	0
2981	2	3	2	0	6	153	0	1	1	0
2982	1	2	1	0	4	105	0	1	1	0
2982	2	3	2	0	6	153	0	1	1	0
2983	1	2	1	0	4	105	0	1	1	0
2983	2	3	2	0	6	153	0	1	1	0
2984	1	2	1	0	4	105	0	1	1	0
2984	2	3	2	0	6	153	0	1	0	0
2985	1	2	1	0	4	105	0	1	1	0
2985	2	3	2	0	6	153	0	1	1	0
2986	1	2	1	0	4	105	0	1	1	0
2986	2	3	2	0	6	153	0	1	1	0
2987	1	2	1	0	4	105	0	1	1	0
2987	2	3	2	0	6	153	0	1	1	0
2988	2	3	2	0	6	153	0	1	1	0
2989	2	3	2	0	6	153	0	1	1	0
2990	2	3	2	0	6	153	0	1	1	0
2991	2	3	2	0	6	153	1	0	1	0
2992	2	3	2	0	6	153	0	1	1	0
2993	2	3	2	0	6	153	0	1	1	0
2994	2	3	2	0	6	153	0	1	1	0
2995	2	3	2	0	6	153	0	1	1	0
2996	2	3	2	0	6	153	0	1	1	0
2997	2	3	2	0	6	153	0	1	1	0
2998	2	3	2	0	6	153	0	1	1	0
2999	2	3	2	0	6	153	0	1	1	0
3000	2	3	2	0	6	153	0	1	1	0
3021	2	5	3	0	26	621	0	1	1	0
3022	2	5	3	0	26	621	0	1	1	0
3023	2	5	3	0	26	621	0	1	1	0
3024	2	5	3	0	26	621	0	1	1	0
3048	1	1	2	0	4	105	0	1	1	0
3049	1	1	2	0	4	105	0	1	1	0
3050	1	1	2	0	4	105	0	1	1	0
3051	1	1	2	0	4	105	0	1	1	0
3052	1	1	2	0	4	105	0	1	1	0
3053	1	1	2	0	4	105	0	1	1	0
3054	1	1	2	0	4	105	0	1	1	0
3055	1	1	2	0	4	105	0	1	1	0
3056	1	1	2	0	4	105	0	1	1	0
3057	1	1	2	0	4	105	0	1	1	0
3058	1	1	2	0	4	105	0	1	1	0
3059	1	1	2	0	4	105	0	1	1	0
3060	1	1	2	0	4	105	0	1	1	0
3061	1	1	2	0	4	105	0	1	1	0
3062	1	1	2	0	4	105	0	1	1	0
3063	1	1	2	0	4	105	0	1	1	0
3064	1	1	2	0	4	105	0	1	1	0
3065	1	1	2	0	4	105	0	1	1	0
3066	1	1	2	0	4	105	0	1	1	0
3067	1	1	2	0	4	105	0	1	1	0
3068	1	1	2	0	4	105	0	1	1	0
3069	1	1	2	0	4	105	0	1	1	0
3070	1	1	2	0	4	105	0	1	1	0
3071	1	1	2	0	4	105	0	1	1	0
3088	2	3	2	0	8	209	0	1	1	0
3089	2	3	2	0	8	209	0	1	1	0
3090	2	3	2	0	8	209	0	1	1	0
3091	2	3	2	0	8	209	0	1	1	0
3092	2	3	2	0	8	209	0	1	1	0
3093	2	3	2	0	8	209	0	1	1	0
3094	2	3	2	0	8	209	0	1	1	0
3095	2	3	2	0	8	209	0	1	1	0
3096	2	3	2	0	8	209	0	1	1	0
3097	2	3	2	0	8	209	0	1	1	0
3098	2	3	2	0	8	209	0	1	1	0
3171	2	3	2	0	0	26	0	1	1	0
3171	2	5	3	0	28	749	0	1	1	0
3172	2	3	2	0	0	26	0	1	1	0
3172	2	5	3	0	28	749	0	1	1	0
3173	2	3	2	0	0	26	0	1	1	0
3173	2	5	3	0	28	749	0	1	0	0
3190	2	3	2	0	0	26	0	1	1	0
3190	2	5	3	0	28	749	0	1	1	0
3207	1	2	1	0	2	65	0	1	1	0
3208	1	2	1	0	2	65	0	1	1	0
3208	2	3	2	0	2	65	0	1	1	0
3209	1	2	1	0	2	65	0	1	1	0
3209	2	3	2	0	2	65	0	1	1	0
3210	1	2	1	0	2	65	0	1	1	0
3210	2	3	2	0	2	65	0	1	1	0
3211	1	2	1	0	2	65	0	1	1	0
3211	2	3	2	0	2	65	0	1	1	0
3212	1	2	1	0	2	65	0	1	1	0
3212	2	3	2	0	2	65	0	1	1	0
3213	1	2	1	0	2	65	0	1	1	0
3213	2	3	2	0	2	65	0	1	1	0
3214	1	2	1	0	2	65	0	1	1	0
3214	2	3	2	0	2	65	0	1	1	0
